UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,energy_proxy,temp_ratio,actual,predicted
4161,M19020,M,302.0,310.4,1608,33.1,97,0,0,0,0,0,8.399999999999977,53224.8,0.060285891858297,5162805.600000001,1.0278145695364238,0,0
1345,L48524,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,11.600000000000025,52280.1,0.011049723756906,1045602.0,1.0388609715242882,0,0
9556,H38969,H,299.4,310.8,1585,31.4,149,0,0,0,0,0,11.400000000000034,49769.0,0.0939470365699873,7415581.0,1.0380761523046094,0,0
1344,L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,11.699999999999989,54805.2,0.0107334525939177,986493.6,1.0391959798994974,0,0
9804,L56983,L,298.4,309.2,1692,29.8,137,0,0,0,0,0,10.800000000000011,50421.6,0.0809214412285883,6907759.2,1.0361930294906168,0,0
6648,L53827,L,301.5,310.5,1927,22.4,149,0,0,0,0,0,9.0,43164.8,0.0772821576763485,6431555.199999999,1.0298507462686568,0,0
5500,H34913,H,302.9,312.3,1417,48.7,26,0,0,0,0,0,9.400000000000034,69007.90000000001,0.0183356840620592,1794205.4,1.0310333443380657,0,0
9590,L56769,L,299.2,310.4,1472,43.3,32,0,0,0,0,0,11.199999999999989,63737.6,0.021724372029871,2039603.2,1.0374331550802138,0,0
6758,L53937,L,301.8,311.2,1822,26.2,204,0,0,0,0,0,9.399999999999975,47736.4,0.1119034558420186,9738225.6,1.031146454605699,0,0
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,10.099999999999966,53093.4,0.0151057401812688,1327335.0,1.033881247903388,0,0
6980,L54159,L,300.9,311.2,1353,60.4,139,0,0,0,0,0,10.300000000000011,81721.2,0.1026587887740029,11359246.8,1.034230641409106,0,1
2973,M17832,M,300.6,309.4,1432,44.2,84,0,0,0,0,0,8.799999999999955,63294.4,0.0586182833217027,5316729.600000001,1.0292747837658016,0,0
1525,L48704,L,298.2,309.0,1601,35.8,43,0,0,0,0,0,10.800000000000011,57315.8,0.0268414481897627,2464579.4,1.0362173038229376,0,0
6643,L53822,L,301.6,310.6,1431,37.5,137,0,0,0,0,0,9.0,53662.5,0.0956703910614525,7351762.5,1.029840848806366,0,0
7170,L54349,L,300.3,310.2,1492,52.3,2,0,0,0,0,0,9.899999999999975,78031.59999999999,0.001339584728734,156063.19999999998,1.0329670329670328,0,1
4566,H33979,H,302.7,310.8,1275,55.0,25,0,1,0,0,0,8.100000000000023,70125.0,0.0195924764890282,1753125.0,1.026759167492567,1,0
4577,M19436,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,8.200000000000045,41986.8,0.030098598858329,2435234.4000000004,1.0270716408055465,0,0
8835,L56014,L,297.4,308.8,1473,46.2,167,0,0,0,0,0,11.400000000000034,68052.6,0.1132971506105834,11364784.2,1.0383322125084062,0,1
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,10.900000000000034,65487.2,0.1124417831004657,11067336.8,1.036650975117687,0,1
6289,L53468,L,301.0,310.5,1317,50.9,75,0,0,0,0,0,9.5,67035.3,0.0569044006069802,5027647.5,1.03156146179402,0,0
4653,L51832,L,303.1,311.2,1452,52.9,11,0,0,0,0,0,8.099999999999966,76810.8,0.0075705437026841,844918.8,1.0267238535136918,0,0
9831,L57010,L,298.3,309.3,1337,56.1,206,0,0,0,1,0,11.0,75005.7,0.1539611360239162,15451174.2,1.0368756285618506,1,1
9887,L57066,L,298.8,309.6,1903,22.3,145,0,0,0,0,0,10.800000000000011,42436.9,0.0761554621848739,6153350.5,1.036144578313253,0,0
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,8.900000000000034,58752.0,0.1035280508964719,10516608.0,1.0294506949040372,0,1
5215,L52394,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,9.0,58478.4,0.1220597584233947,11227852.8,1.0296345077378992,0,1
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,11.300000000000011,59532.3,0.1417565485362095,10953943.2,1.0380087453750422,0,1
3652,L50831,L,302.1,311.5,1444,44.9,97,0,0,0,0,0,9.399999999999975,64835.6,0.0671280276816609,6289053.2,1.0311155246607082,0,0
593,H30006,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,12.0,46537.2,0.1437986818454164,11168928.0,1.0403361344537816,0,1
690,H30103,H,297.6,309.0,1354,55.6,46,0,0,0,0,0,11.399999999999975,75282.40000000001,0.0339483394833948,3462990.4000000004,1.0383064516129032,0,1
9317,H38730,H,298.5,309.4,1417,41.2,155,0,0,0,0,0,10.899999999999975,58380.4,0.1093088857545839,9048962.0,1.0365159128978223,0,1
4585,L51764,L,302.8,311.1,1550,32.3,76,0,0,0,0,0,8.300000000000011,50064.99999999999,0.0490006447453255,3804940.0,1.0274108322324966,0,0
6510,L53689,L,301.1,310.1,1564,36.8,7,0,0,0,0,0,9.0,57555.2,0.0044728434504792,402886.4,1.0298904018598471,0,0
7873,L55052,L,300.6,312.3,1532,37.2,54,0,0,0,0,0,11.699999999999989,56990.4,0.035225048923679,3077481.6,1.0389221556886228,0,0
1029,L48208,L,296.3,307.4,1472,39.9,51,0,0,0,0,0,11.099999999999966,58732.8,0.0346232179226069,2995372.8,1.0374620317246033,0,0
9490,L56669,L,298.9,309.7,1407,41.9,207,0,0,0,0,0,10.800000000000011,58953.3,0.1470170454545454,12203333.1,1.0361324857811978,0,1
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,8.400000000000034,55994.6,0.0334928229665071,2743735.4,1.0278422273781904,0,0
653,L47832,L,297.7,309.2,1391,44.5,159,0,0,0,0,0,11.5,61899.5,0.1142241379310344,9842020.5,1.0386294927779645,0,1
6213,L53392,L,300.8,310.6,1402,53.7,93,0,0,0,0,0,9.800000000000011,75287.40000000001,0.0662865288667141,7001728.200000001,1.0325797872340423,0,1
2002,L49181,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,9.800000000000011,55979.6,0.0068535825545171,615775.6,1.0328418230563003,0,0
4744,L51923,L,303.3,311.3,1409,51.8,16,0,0,0,0,0,8.0,72986.2,0.0113475177304964,1167779.2,1.0263765248928454,0,0
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,10.600000000000025,71409.59999999999,0.0890165111270639,8854790.399999999,1.0358108108108108,0,1
2213,L49392,L,299.7,309.1,1475,40.0,123,0,0,0,0,0,9.400000000000034,59000.0,0.0833333333333333,7257000.0,1.0313646980313649,0,0
4405,M19264,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,7.800000000000011,68161.5,0.0336473755047106,3408075.0,1.025793650793651,0,0
542,L47721,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,12.0,67780.8,0.0740169622205088,6506956.800000001,1.0403496973772697,0,0
7403,M22262,M,299.8,310.8,1463,43.5,156,0,0,0,0,0,11.0,63640.5,0.1065573770491803,9927918.0,1.0366911274182788,0,1
6211,L53390,L,300.8,310.5,1434,44.5,89,0,0,0,0,0,9.699999999999989,63813.0,0.0620209059233449,5679357.0,1.032247340425532,0,0
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,7.899999999999977,78787.8,0.0831024930747922,9454536.0,1.026132980482964,0,0
7776,L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,11.199999999999989,55876.8,0.0228365384615384,2123318.4,1.0372960372960374,0,0
3202,L50381,L,300.2,309.1,1479,47.0,22,0,0,0,0,0,8.900000000000034,69513.0,0.0148648648648648,1529286.0,1.02964690206529,0,0
7469,L54648,L,300.3,311.6,1560,37.7,107,0,0,0,0,0,11.300000000000011,58812.00000000001,0.0685458039718129,6292884.000000001,1.0376290376290376,0,0
8197,L55376,L,299.4,310.8,1622,33.6,217,0,0,0,0,0,11.400000000000034,54499.2,0.1337030191004313,11826326.4,1.0380761523046094,0,1
6741,L53920,L,301.8,311.2,1417,55.9,156,0,0,0,0,0,9.399999999999975,79210.3,0.1100141043723554,12356806.8,1.031146454605699,0,1
4823,L52002,L,303.5,311.9,1565,38.9,12,0,0,0,0,0,8.399999999999977,60878.5,0.0076628352490421,730542.0,1.0276771004942338,0,0
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,11.300000000000011,57665.6,0.1256377551020408,11360123.2,1.037817938420348,0,1
2823,L50002,L,300.3,309.6,1593,38.1,140,0,0,0,0,0,9.300000000000011,60693.3,0.0878293601003764,8497062.0,1.030969030969031,0,0
6246,L53425,L,300.9,310.4,1445,41.7,180,0,0,0,0,0,9.5,60256.50000000001,0.1244813278008298,10846170.000000002,1.031571950814224,0,1
5378,L52557,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,9.5,38773.0,0.0945347119645494,7444416.0,1.0313634862991086,0,0
9469,L56648,L,298.6,309.4,1375,55.4,145,0,0,0,0,0,10.799999999999956,76175.0,0.1053779069767441,11045375.0,1.0361687876758203,0,1
9961,L57140,L,298.2,307.8,1575,35.0,137,0,0,0,0,0,9.600000000000025,55125.0,0.0869289340101522,7552125.0,1.0321931589537223,0,0
2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,9.399999999999975,57645.0,0.0449029126213592,4265730.0,1.031427616181879,0,0
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,7.800000000000011,66125.4,0.0500357398141529,4628778.0,1.0257680872150643,0,0
4472,L51651,L,302.8,310.6,1670,29.1,2,0,0,0,0,0,7.800000000000011,48597.0,0.0011968880909634,97194.0,1.0257595772787318,0,0
7042,L54221,L,300.6,310.5,1470,37.7,98,0,0,0,0,0,9.899999999999975,55419.00000000001,0.0666213460231135,5431062.000000001,1.0329341317365268,0,0
4697,L51876,L,303.4,311.6,1449,41.7,132,0,0,0,0,0,8.200000000000045,60423.3,0.0910344827586207,7975875.600000001,1.0270270270270272,0,0
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,10.5,61630.8,0.1171823568136932,10970282.4,1.0355450236966826,0,1
7063,M21922,M,300.6,310.4,1407,51.1,157,0,0,0,0,0,9.799999999999956,71897.7,0.1115056818181818,11287938.9,1.032601463739188,0,1
6504,M21363,M,300.9,309.9,1465,42.9,209,0,0,0,0,0,9.0,62848.5,0.1425648021828103,13135336.5,1.029910269192423,0,1
3730,M18589,M,302.4,311.3,1312,61.5,85,0,0,0,0,0,8.900000000000034,80688.0,0.0647372429550647,6858480.0,1.029431216931217,0,0
9115,L56294,L,297.6,308.7,1476,39.0,44,0,0,0,0,0,11.099999999999966,57564.0,0.0297901150981719,2532816.0,1.037298387096774,0,0
7868,L55047,L,300.5,312.0,1461,38.1,39,0,0,0,0,0,11.5,55664.1,0.0266757865937072,2170899.9,1.038269550748752,0,0
3322,L50501,L,301.5,310.6,1522,41.0,114,0,0,0,0,0,9.100000000000025,62402.0,0.0748522652659225,7113828.0,1.0301824212271975,0,0
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,10.700000000000044,53920.0,0.0059311981020166,539200.0,1.0360390703940725,0,0
3186,L50365,L,300.1,309.3,1685,27.1,203,0,0,0,0,0,9.199999999999989,45663.5,0.1204033214709371,9269690.5,1.0306564478507163,0,0
5150,L52329,L,304.3,313.5,1452,41.5,15,0,0,0,0,0,9.199999999999989,60258.0,0.0103234686854783,903870.0,1.030233322379231,0,0
2532,M17391,M,298.8,308.5,1510,38.7,66,0,0,0,0,0,9.699999999999989,58437.00000000001,0.043679682329583,3856842.000000001,1.032463186077644,0,0
6514,L53693,L,301.1,310.0,1513,38.0,17,0,0,0,0,0,8.899999999999977,57494.0,0.011228533685601,977398.0,1.0295582862836266,0,0
7660,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,11.100000000000025,64787.2,0.1066056245912361,10560313.6,1.0369384359401,0,1
4244,M19103,M,302.4,310.9,1435,42.3,83,0,0,0,0,0,8.5,60700.49999999999,0.0577994428969359,5038141.499999999,1.0281084656084656,0,0
6135,L53314,L,301.0,311.0,1581,37.0,127,0,0,0,0,0,10.0,58497.0,0.0802781289506953,7429119.0,1.0332225913621262,0,0
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,10.5,57521.8,0.1157232704402515,10584011.2,1.0355570606163225,0,1
7983,L55162,L,301.0,312.3,1488,42.6,107,0,0,0,0,0,11.300000000000011,63388.8,0.0718603089321692,6782601.600000001,1.0375415282392026,0,0
5666,L52845,L,302.3,311.4,1845,21.9,27,0,0,0,0,0,9.099999999999966,40405.5,0.0146262188515709,1090948.5,1.0301025471386038,0,0
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,9.600000000000025,53473.7,0.0807692307692307,6737686.199999999,1.0321177651388425,0,0
3256,L50435,L,301.0,309.7,1491,42.9,165,0,0,0,0,0,8.699999999999989,63963.9,0.1105898123324396,10554043.5,1.0289036544850498,0,1
3407,L50586,L,301.2,310.4,1470,44.0,113,0,0,0,0,0,9.199999999999989,64680.0,0.0768184908225696,7308840.0,1.0305444887118194,0,0
633,H30046,H,298.3,310.0,1419,47.1,105,0,0,0,0,0,11.699999999999989,66834.90000000001,0.0739436619718309,7017664.500000001,1.0392222594703318,0,0
3219,L50398,L,300.6,309.6,1426,53.6,66,0,0,0,0,0,9.0,76433.6,0.0462508759635599,5044617.600000001,1.029940119760479,0,0
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,10.0,59953.6,0.0397306397306397,3537262.4,1.033545790003355,0,0
8570,L55749,L,297.9,308.6,1757,27.5,118,0,0,0,0,0,10.700000000000044,48317.5,0.0671217292377702,5701465.0,1.035918093319906,0,0
2226,M17085,M,299.7,309.0,1465,49.0,158,0,0,0,0,0,9.300000000000011,71785.0,0.1077762619372442,11342030.0,1.031031031031031,0,1
8301,L55480,L,298.7,310.1,1558,37.6,44,0,0,0,0,0,11.400000000000034,58580.8,0.0282232200128287,2577555.2,1.0381653833277538,0,0
5453,M20312,M,303.0,312.7,1553,35.8,122,0,0,0,0,0,9.699999999999989,55597.4,0.0785070785070785,6782882.799999999,1.032013201320132,0,0
2788,M17647,M,300.3,309.6,1524,38.4,54,0,0,0,0,0,9.300000000000011,58521.6,0.0354098360655737,3160166.4,1.030969030969031,0,0
9190,L56369,L,297.9,309.1,1595,32.0,32,0,0,0,0,0,11.200000000000044,51040.0,0.0200501253132832,1633280.0,1.0375965088956027,0,0
682,M15541,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,11.300000000000011,54979.2,0.012070006035003,1099584.0,1.0379576755122608,0,0
3321,L50500,L,301.5,310.5,2289,16.4,112,0,0,0,0,0,9.0,37539.6,0.0489082969432314,4204435.2,1.0298507462686568,0,0
2557,M17416,M,299.3,309.1,1449,47.9,131,0,0,0,0,0,9.800000000000011,69407.09999999999,0.0903448275862068,9092330.1,1.032743067156699,0,0
5400,H34813,H,302.8,312.4,1411,53.8,246,0,0,0,1,0,9.599999999999966,75911.8,0.1742209631728045,18674302.8,1.0317040951122851,1,1
3539,L50718,L,302.0,311.1,1635,36.0,23,0,0,0,0,0,9.100000000000025,58860.0,0.0140586797066014,1353780.0,1.030132450331126,0,0
2475,L49654,L,298.9,308.5,1503,40.6,145,0,0,0,0,0,9.600000000000025,61021.8,0.0964095744680851,8848161.0,1.0321177651388425,0,0
6972,M21831,M,300.7,311.0,1559,42.8,121,0,0,0,0,0,10.300000000000011,66725.2,0.0775641025641025,8073749.199999999,1.034253408713003,0,0
9756,H39169,H,298.5,309.7,1561,35.3,208,0,0,0,0,0,11.199999999999989,55103.3,0.1331626120358514,11461486.4,1.0375209380234505,0,1
5212,L52391,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,8.800000000000011,76808.8,0.1290097629009763,14209628.0,1.0289759631215014,0,1
3572,M18431,M,301.7,310.6,1691,27.7,105,0,0,0,0,0,8.900000000000034,46840.7,0.0620567375886524,4918273.5,1.0294995028173684,0,0
9737,M24596,M,298.9,310.0,1348,58.2,163,0,0,0,0,0,11.100000000000025,78453.6,0.1208302446256486,12787936.8,1.0371361659417866,0,1
28,H29441,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,10.299999999999956,44550.600000000006,0.042494481236203,3430396.2000000007,1.0344366432631225,0,0
1105,L48284,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,10.799999999999956,59310.3,0.0345323741007194,2846894.4000000004,1.0364126770060686,0,0
2492,L49671,L,299.1,308.9,1445,43.4,197,0,0,0,0,0,9.799999999999956,62713.0,0.136237897648686,12354461.0,1.0327649615513206,0,1
7843,L55022,L,300.1,311.5,1659,31.1,203,0,0,0,0,0,11.399999999999975,51594.9,0.122289156626506,10473764.7,1.0379873375541486,0,1
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,11.399999999999975,76601.7,0.1170694864048338,11873263.5,1.0379367720465889,0,1
2472,L49651,L,298.9,308.4,1301,51.1,138,0,0,0,0,0,9.5,66481.1,0.1059907834101382,9174391.8,1.0317832050853128,0,1
9510,M24369,M,299.2,310.4,1502,39.8,34,0,0,0,0,0,11.199999999999989,59779.6,0.0226214238190286,2032506.4,1.0374331550802138,0,0
3233,L50412,L,300.7,309.3,1580,38.3,102,0,0,0,0,0,8.600000000000023,60513.99999999999,0.064516129032258,6172427.999999999,1.0285999334885267,0,0
5226,M20085,M,304.0,313.2,1437,53.9,7,0,0,0,0,0,9.199999999999989,77454.3,0.0048678720445062,542180.1,1.0302631578947368,0,0
3778,M18637,M,302.4,311.1,1721,30.1,210,0,0,0,0,0,8.700000000000045,51802.100000000006,0.1219512195121951,10878441.000000002,1.0287698412698414,0,1
6033,L53212,L,300.7,310.8,1754,27.7,84,0,0,0,0,0,10.100000000000025,48585.8,0.0478632478632478,4081207.2,1.0335882939807115,0,0
4385,L51564,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,7.800000000000011,61616.100000000006,0.159972299168975,14233319.1,1.025844930417495,0,1
942,L48121,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,10.599999999999966,46530.0,0.0211992731677771,1628550.0,1.0358592692828146,0,0
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,11.100000000000025,63754.6,0.0650663297536323,6566723.8,1.0371859296482413,0,0
6324,L53503,L,300.7,310.1,1351,46.9,165,0,0,0,0,0,9.400000000000034,63361.9,0.1220414201183432,10454713.5,1.0312603924176922,0,1
7067,M21926,M,300.8,310.7,1572,36.2,167,0,0,0,0,0,9.899999999999975,56906.4,0.1061665607120152,9503368.8,1.0329122340425532,0,1
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,9.600000000000025,43804.0,0.0776182881446039,6395384.0,1.0322255790533736,0,0
5045,L52224,L,304.1,313.2,1412,47.5,150,0,0,0,0,0,9.099999999999966,67070.0,0.1061571125265392,10060500.0,1.0299243669845444,0,1
8571,H37984,H,297.9,308.7,1545,35.9,120,0,0,0,0,0,10.800000000000011,55465.5,0.0776196636481241,6655860.0,1.0362537764350457,0,0
1625,M16484,M,297.8,307.8,1310,57.9,70,0,0,0,0,0,10.0,75849.0,0.053394355453852,5309430.0,1.0335795836131632,0,1
7116,M21975,M,301.0,310.6,1460,53.6,74,0,0,0,0,0,9.600000000000025,78256.0,0.0506502395619438,5790944.0,1.0318936877076412,0,1
1807,H31220,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,9.600000000000025,51294.600000000006,0.0740276035131744,6052762.800000001,1.0322147651006712,0,0
7471,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,11.200000000000044,72727.2,0.0832708177044261,8072719.199999999,1.03728362183755,0,1
5853,H35266,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,9.699999999999989,40095.4,0.0327959977765425,2365628.6,1.0322045152722443,0,0
2040,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,9.899999999999975,57380.4,0.0724137931034482,6024942.0,1.0331103678929765,0,0
9367,L56546,L,298.0,308.5,1461,48.0,68,0,0,0,0,0,10.5,70128.0,0.0465116279069767,4768704.0,1.0352348993288591,0,1
6,M14865,M,298.1,308.6,1425,41.9,11,0,0,0,0,0,10.5,59707.5,0.0077138849929873,656782.5,1.0352230795035222,0,0
9734,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,11.200000000000044,61861.8,0.106029106029106,9464855.4,1.0374707259953164,0,1
6876,M21735,M,300.8,311.2,1592,32.9,82,0,0,0,0,0,10.399999999999975,52376.8,0.0514752040175769,4294897.6,1.0345744680851063,0,0
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,10.899999999999975,42852.7,0.0156075808249721,1199875.6,1.0366386554621847,0,0
3548,M18407,M,301.9,311.0,1467,48.1,43,0,0,0,0,0,9.100000000000025,70562.7,0.0292915531335149,3034196.1,1.030142431268632,0,0
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,11.399999999999975,65329.5,0.0734890109890109,6990256.5,1.038152610441767,0,0
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,10.599999999999966,73493.7,0.1015037593984962,9921649.5,1.0358592692828146,0,1
6920,L54099,L,301.0,311.5,1444,39.8,197,0,0,0,0,0,10.5,57471.2,0.1363321799307958,11321826.4,1.0348837209302326,0,1
8463,M23322,M,298.7,309.8,1501,44.7,48,0,0,0,0,0,11.100000000000025,67094.7,0.0319573901464713,3220545.6,1.037161031134918,0,0
4545,L51724,L,302.5,310.4,1349,55.1,187,0,1,0,0,0,7.899999999999977,74329.90000000001,0.1385185185185185,13899691.3,1.0261157024793388,1,1
3516,M18375,M,301.9,311.1,1605,40.0,179,0,0,0,0,0,9.200000000000044,64200.0,0.1114570361145703,11491800.0,1.0304736667770786,0,1
3119,M17978,M,300.2,309.5,1458,46.9,23,0,0,0,0,0,9.300000000000011,68380.2,0.0157642220699108,1572744.6,1.0309793471019322,0,0
3682,M18541,M,302.1,311.3,1453,45.1,174,0,0,0,0,0,9.199999999999989,65530.3,0.1196698762035763,11402272.2,1.0304534922211188,0,1
3268,L50447,L,301.3,310.0,1550,41.5,197,0,0,0,0,0,8.699999999999989,64325.0,0.1270148291424887,12672025.0,1.0288748755393295,0,1
4455,L51634,L,302.4,310.1,1401,48.8,177,0,0,0,0,0,7.700000000000045,68368.8,0.1262482168330956,12101277.6,1.025462962962963,0,1
8912,L56091,L,297.1,308.3,1773,23.8,169,0,0,0,0,0,11.199999999999989,42197.4,0.0952649379932356,7131360.600000001,1.037697744867048,0,0
3941,L51120,L,302.3,311.5,1395,54.2,198,0,0,0,0,0,9.199999999999989,75609.0,0.1418338108882521,14970582.0,1.0304333443599074,0,1
4611,L51790,L,303.1,311.2,1394,45.3,144,0,0,0,0,0,8.099999999999966,63148.2,0.1032258064516129,9093340.8,1.0267238535136918,0,0
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,10.100000000000025,62869.4,0.1283154121863799,11253622.6,1.0337792642140469,0,1
6185,L53364,L,301.0,311.0,1553,35.8,26,0,0,0,0,0,10.0,55597.4,0.0167310167310167,1445532.4,1.0332225913621262,0,0
7788,L54967,L,300.3,311.5,1378,47.5,64,0,0,0,0,0,11.199999999999989,65455.0,0.0464104423495286,4189120.0,1.0372960372960374,0,0
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,10.799999999999956,45248.0,0.1082251082251082,7918400.0,1.0364126770060686,0,1
4338,L51517,L,301.6,309.9,1440,43.4,100,0,0,0,0,0,8.299999999999955,62496.0,0.0693962526023594,6249600.0,1.027519893899204,0,0
4547,M19406,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,7.899999999999977,61732.8,0.1335664335664335,11790964.8,1.0261157024793388,0,1
9988,M24847,M,298.8,308.6,1500,37.1,210,0,0,0,0,0,9.800000000000011,55650.0,0.139906728847435,11686500.0,1.0327978580990629,0,1
7477,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0,11.300000000000011,62365.6,0.0857334226389819,7982796.8,1.0376415722851433,0,0
2568,L49747,L,299.4,309.1,1766,24.6,158,0,0,0,0,0,9.700000000000044,43443.600000000006,0.0894170911148839,6864088.800000001,1.0323981295925184,0,0
5702,M20561,M,302.5,311.9,1347,54.3,125,0,0,0,0,0,9.399999999999975,73142.09999999999,0.0927299703264094,9142762.499999998,1.031074380165289,0,0
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,9.600000000000025,62006.9,0.0636758321273516,5456607.2,1.032064128256513,0,0
3374,L50553,L,301.4,310.7,1568,35.2,23,0,0,0,0,0,9.300000000000011,55193.600000000006,0.0146590184831102,1269452.8,1.03085600530856,0,0
3947,M18806,M,302.2,311.3,1658,31.0,2,0,0,0,0,0,9.100000000000025,51398.0,0.0012055455093429,102796.0,1.0301125082726672,0,0
5674,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,9.400000000000034,73100.0,0.0348598769651401,3728100.0,1.0311052283256124,0,0
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,11.300000000000011,77213.2,0.0992907801418439,10809848.0,1.0378052860488458,0,1
9447,H38860,H,298.1,308.9,1388,53.5,83,0,0,0,0,0,10.799999999999956,74258.0,0.0597552195824334,6163414.0,1.0362294532036227,0,1
3537,L50716,L,302.0,311.0,1632,34.2,18,0,0,0,0,0,9.0,55814.4,0.0110226576852418,1004659.2,1.0298013245033113,0,0
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,10.300000000000011,58951.9,0.0861635220125786,8076410.3,1.0345289976533691,0,0
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,10.800000000000011,57334.2,0.07496740547588,6593433.0,1.0363147276395428,0,0
7920,L55099,L,300.8,312.0,1496,40.0,175,0,0,0,0,0,11.199999999999989,59840.0,0.1169004676018704,10472000.0,1.0372340425531914,0,1
8760,M23619,M,297.5,308.7,1352,53.0,171,0,0,0,0,0,11.199999999999989,71656.0,0.1263858093126385,12253176.0,1.0376470588235294,0,1
3225,M18084,M,300.6,309.5,1557,33.8,84,0,0,0,0,0,8.899999999999977,52626.6,0.0539152759948652,4420634.399999999,1.0296074517631404,0,0
9657,L56836,L,299.0,310.1,1623,33.0,210,0,0,0,0,0,11.100000000000025,53559.0,0.1293103448275862,11247390.0,1.037123745819398,0,1
6174,L53353,L,300.8,310.7,1633,27.8,0,0,0,0,0,0,9.899999999999975,45397.4,0.0,0.0,1.0329122340425532,0,0
7001,M21860,M,300.6,310.6,1463,45.5,196,0,0,0,0,0,10.0,66566.5,0.133879781420765,13047034.0,1.0332667997338656,0,1
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,11.199999999999989,59494.0,0.0191925876902713,1725326.0,1.0377358490566038,0,0
2315,L49494,L,299.2,308.9,1368,47.2,175,0,0,0,0,0,9.699999999999989,64569.600000000006,0.1278305332359386,11299680.000000002,1.0324197860962567,0,1
8557,L55736,L,298.2,309.0,1489,40.6,89,0,0,0,0,0,10.800000000000011,60453.4,0.059731543624161,5380352.600000001,1.0362173038229376,0,0
3151,L50330,L,300.4,309.8,1513,32.9,117,0,0,0,0,0,9.400000000000034,49777.7,0.0772787318361955,5823990.899999999,1.0312916111850867,0,0
8544,M23403,M,298.5,309.4,1365,48.7,56,0,0,0,0,0,10.899999999999975,66475.5,0.0409956076134699,3722628.0,1.0365159128978223,0,0
3310,L50489,L,301.3,310.4,1384,50.1,88,0,0,0,0,0,9.099999999999966,69338.40000000001,0.0635379061371841,6101779.200000001,1.0302024560238965,0,0
3253,L50432,L,301.1,309.7,1668,30.8,158,0,0,0,0,0,8.599999999999966,51374.4,0.0946674655482324,8117155.2,1.028561939554965,0,0
