UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,energy_proxy,temp_ratio
5828,L53007,L,301.3,311.1,1624,40.9,0,0,0,0,0,0,0,9.800000000000011,66421.59999999999,0.0,0.0,1.0325257218718886
5829,L53008,L,301.3,311.1,1504,39.1,2,0,0,0,0,0,0,9.800000000000011,58806.4,0.00132890365448505,117612.8,1.0325257218718886
5830,M20689,M,301.2,311.1,1574,34.3,4,0,0,0,0,0,0,9.900000000000034,53988.2,0.0025396825396825397,215952.8,1.0328685258964145
5831,M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0,9.899999999999977,60971.2,0.004864489228630994,426798.39999999997,1.0328576169930301
5832,L53011,L,301.3,311.3,1474,50.7,10,0,0,0,0,0,0,10.0,74731.8,0.006779661016949152,747318.0,1.0331895121141719
5833,L53012,L,301.3,311.2,1675,32.1,12,0,0,0,0,0,0,9.899999999999977,53767.5,0.007159904534606206,645210.0,1.0328576169930301
5834,L53013,L,301.3,311.2,1457,44.5,14,0,0,0,0,0,0,9.899999999999977,64836.5,0.009602194787379973,907711.0,1.0328576169930301
5835,L53014,L,301.3,311.3,1434,49.8,16,0,0,0,0,0,0,10.0,71413.2,0.011149825783972125,1142611.2,1.0331895121141719
5836,L53015,L,301.3,311.2,1668,30.1,18,0,0,0,0,0,0,9.899999999999977,50206.8,0.01078490113840623,903722.4,1.0328576169930301
5837,L53016,L,301.2,311.1,1550,39.7,20,0,0,0,0,0,0,9.900000000000034,61535.00000000001,0.012894906511927788,1230700.0000000002,1.0328685258964145
5838,M20697,M,301.3,311.1,1834,25.4,22,0,0,0,0,0,0,9.800000000000011,46583.6,0.011989100817438692,1024839.2,1.0325257218718886
5839,M20698,M,301.4,311.2,1476,36.5,25,0,0,0,0,0,0,9.800000000000011,53874.0,0.016926201760324982,1346850.0,1.0325149303251493
5840,M20699,M,301.4,311.2,1541,36.3,28,0,0,0,0,0,0,9.800000000000011,55938.299999999996,0.018158236057068743,1566272.4,1.0325149303251493
5841,M20700,M,301.3,311.1,1581,30.9,31,0,0,0,0,0,0,9.800000000000011,48852.899999999994,0.019595448798988623,1514439.9,1.0325257218718886
5842,M20701,M,301.3,311.1,1678,30.7,34,0,0,0,0,0,0,9.800000000000011,51514.6,0.02025014889815366,1751496.4,1.0325257218718886
5843,L53022,L,301.4,311.2,1355,50.6,37,0,0,0,0,0,0,9.800000000000011,68563.0,0.02728613569321534,2536831.0,1.0325149303251493
5844,L53023,L,301.5,311.2,1700,28.8,39,0,0,0,0,0,0,9.699999999999989,48960.0,0.02292768959435626,1909440.0,1.032172470978441
5845,L53024,L,301.4,311.1,1462,37.1,41,0,0,0,0,0,0,9.700000000000045,54240.200000000004,0.028024606971975393,2223848.2,1.0321831453218315
5846,M20705,M,301.4,311.2,1727,26.5,43,0,0,0,0,0,0,9.800000000000011,45765.5,0.02488425925925926,1967916.5,1.0325149303251493
5847,L53026,L,301.4,311.3,1674,33.3,46,0,0,0,0,0,0,9.900000000000034,55744.2,0.02746268656716418,2564233.1999999997,1.0328467153284673
5848,L53027,L,301.4,311.3,1397,42.3,48,0,0,0,0,0,0,9.900000000000034,59093.1,0.034334763948497854,2836468.8,1.0328467153284673
5849,L53028,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,0,9.900000000000034,36935.700000000004,0.021514629948364887,1846785.0000000002,1.0328467153284673
5850,M20709,M,301.4,311.2,1434,47.6,52,0,0,0,0,0,0,9.800000000000011,68258.40000000001,0.03623693379790941,3549436.8000000003,1.0325149303251493
5851,L53030,L,301.3,311.1,1560,35.3,55,0,0,0,0,0,0,9.800000000000011,55067.99999999999,0.035233824471492634,3028739.9999999995,1.0325257218718886
5852,L53031,L,301.2,311.0,1573,32.8,57,0,0,0,0,0,0,9.800000000000011,51594.399999999994,0.03621346886912325,2940880.8,1.0325365205843293
5853,H35266,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,0,9.699999999999989,40095.4,0.032795997776542525,2365628.6,1.0322045152722443
5854,L53033,L,301.2,311.0,1567,35.1,64,0,0,0,0,0,0,9.800000000000011,55001.700000000004,0.04081632653061224,3520108.8000000003,1.0325365205843293
5855,L53034,L,301.2,310.9,1416,53.3,66,0,0,0,0,0,0,9.699999999999989,75472.8,0.0465772759350741,4981204.8,1.0322045152722443
5856,M20715,M,301.2,310.9,1424,45.2,68,0,0,0,0,0,0,9.699999999999989,64364.8,0.047719298245614036,4376806.4,1.0322045152722443
5857,H35270,H,301.2,310.9,1598,35.9,71,0,0,0,0,0,0,9.699999999999989,57368.2,0.04440275171982489,4073142.1999999997,1.0322045152722443
5858,L53037,L,301.3,310.9,1760,23.9,76,0,0,0,0,0,0,9.599999999999966,42064.0,0.04315729699034639,3196864.0,1.031861931629605
5859,L53038,L,301.3,311.0,1348,44.5,78,0,0,0,0,0,0,9.699999999999989,59986.0,0.05782060785767235,4678908.0,1.0321938267507467
5860,L53039,L,301.3,311.0,1542,33.6,80,0,0,0,0,0,0,9.699999999999989,51811.200000000004,0.05184705119896306,4144896.0000000005,1.0321938267507467
5861,L53040,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0,9.599999999999966,51834.600000000006,0.05232929164007658,4250437.2,1.031861931629605
5862,L53041,L,301.3,311.0,1554,47.7,84,0,0,0,0,0,0,9.699999999999989,74125.8,0.054019292604501605,6226567.2,1.0321938267507467
5863,L53042,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0,9.600000000000023,59682.0,0.05846363018354861,5132652.0,1.0318513603185138
5864,M20723,M,301.4,311.1,1758,25.4,88,0,0,0,0,0,0,9.700000000000045,44653.2,0.050028425241614556,3929481.5999999996,1.0321831453218315
5865,M20724,M,301.4,311.0,1486,36.5,91,0,0,0,0,0,0,9.600000000000023,54239.0,0.06119704102219233,4935749.0,1.0318513603185138
5866,M20725,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0,9.600000000000023,56080.0,0.06699928724162509,5271520.0,1.0318407960199005
5867,L53046,L,301.5,311.1,1459,45.1,97,0,0,0,0,0,0,9.600000000000023,65800.90000000001,0.06643835616438357,6382687.300000001,1.0318407960199005
5868,L53047,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0,9.5,67678.2,0.06622073578595318,6700141.8,1.0315091210613598
5869,L53048,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0,9.600000000000023,48294.899999999994,0.05831408775981524,4877784.899999999,1.0318407960199005
5870,L53049,L,301.5,311.1,2076,18.7,103,0,0,0,0,0,0,9.600000000000023,38821.2,0.0495907558979297,3998583.5999999996,1.0318407960199005
5871,L53050,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,0,9.600000000000023,34524.0,0.051070038910505836,3625020.0,1.0318407960199005
5872,L53051,L,301.5,311.1,1469,49.5,107,0,0,0,0,0,0,9.600000000000023,72715.5,0.0727891156462585,7780558.5,1.0318407960199005
5873,M20732,M,301.5,311.0,1504,42.6,109,0,0,0,0,0,0,9.5,64070.4,0.07242524916943521,6983673.600000001,1.0315091210613598
5874,M20733,M,301.5,311.1,1396,43.5,112,0,0,0,0,0,0,9.600000000000023,60726.0,0.08017179670722978,6801312.0,1.0318407960199005
5875,M20734,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,9.600000000000023,56107.99999999999,0.06923540036122817,6452419.999999999,1.0318407960199005
5876,M20735,M,301.5,311.0,1577,39.7,118,0,0,0,0,0,0,9.5,62606.9,0.07477820025348543,7387614.2,1.0315091210613598
5877,L53056,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0,9.600000000000023,74294.6,0.08479327259985985,8989646.600000001,1.0318407960199005
5878,L53057,L,301.5,311.1,1458,41.4,123,0,0,0,0,0,0,9.600000000000023,60361.2,0.08430431802604524,7424427.6,1.0318407960199005
5879,L53058,L,301.4,311.0,1533,45.8,125,0,0,0,0,0,0,9.600000000000023,70211.4,0.08148631029986962,8776425.0,1.0318513603185138
5880,L53059,L,301.4,311.0,1701,28.4,127,0,0,0,0,0,0,9.600000000000023,48308.399999999994,0.0746180963572268,6135166.799999999,1.0318513603185138
5881,L53060,L,301.5,311.1,1434,49.6,129,0,0,0,0,0,0,9.600000000000023,71126.40000000001,0.08989547038327526,9175305.600000001,1.0318407960199005
5882,L53061,L,301.4,311.1,1952,22.7,131,0,0,0,0,0,0,9.700000000000045,44310.4,0.0670762928827445,5804662.4,1.0321831453218315
5883,L53062,L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0,9.700000000000045,54206.1,0.09047619047619047,7209411.3,1.0321831453218315
5884,L53063,L,301.4,311.1,1800,26.0,135,0,0,0,0,0,0,9.700000000000045,46800.0,0.07495835646862854,6318000.0,1.0321831453218315
5885,M20744,M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0,9.800000000000011,61834.0,0.09520500347463516,8471258.0,1.0325257218718886
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,9.800000000000011,46445.4,0.08495145631067962,6502356.0,1.0325257218718886
5887,L53066,L,301.4,311.1,1494,41.9,142,0,0,0,0,0,0,9.700000000000045,62598.6,0.09498327759197324,8889001.2,1.0321831453218315
5888,H35301,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0,9.700000000000045,59823.0,0.0995850622406639,8614512.0,1.0321831453218315
5889,M20748,M,301.5,311.1,1507,38.6,149,0,0,0,0,0,0,9.600000000000023,58170.200000000004,0.09880636604774536,8667359.8,1.0318407960199005
5890,M20749,M,301.4,311.0,1234,55.8,152,0,0,0,0,0,0,9.600000000000023,68857.2,0.12307692307692308,10466294.4,1.0318513603185138
5891,L53070,L,301.4,311.0,1634,32.6,155,0,0,0,0,0,0,9.600000000000023,53268.4,0.09480122324159021,8256602.0,1.0318513603185138
5892,L53071,L,301.4,311.0,1334,53.3,157,0,0,0,0,0,0,9.600000000000023,71102.2,0.11760299625468165,11163045.4,1.0318513603185138
5893,L53072,L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0,9.700000000000045,65504.0,0.1079429735234216,10415136.0,1.0321831453218315
5894,M20753,M,301.3,311.0,1410,52.7,161,0,0,0,0,0,0,9.699999999999989,74307.0,0.11410347271438696,11963427.0,1.0321938267507467
5895,L53074,L,301.2,310.9,1597,37.9,164,0,0,0,0,0,0,9.699999999999989,60526.299999999996,0.10262828535669587,9926313.2,1.0322045152722443
5896,M20755,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0,9.699999999999989,68182.0,0.1136208076659822,11318212.0,1.0322045152722443
5897,L53076,L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,9.699999999999989,70961.8,0.13254901960784313,11992544.200000001,1.0322152108933909
5898,M20757,M,301.0,310.7,1517,40.2,171,0,0,0,0,0,0,9.699999999999989,60983.4,0.11264822134387352,10428161.4,1.0322259136212624
5899,L53078,L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0,9.699999999999989,74360.0,0.1337432744043044,12938640.0,1.0322259136212624
5900,H35313,H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,9.700000000000045,46702.2,0.1043272080616479,8219587.199999999,1.0322366234629448
5901,M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0,9.800000000000011,60885.0,0.12180349932705249,11020185.0,1.032568959787305
5902,L53081,L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0,9.699999999999989,67051.2,0.12559726962457338,12337420.799999999,1.0322259136212624
5903,L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,9.700000000000045,56569.2,0.11632270168855535,10521871.2,1.0322366234629448
5904,L53083,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,9.600000000000023,41478.6,0.09920844327176781,7797976.8,1.0319042871385844
5905,M20764,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0,9.699999999999989,78470.0,0.14274981217129978,14909300.0,1.032247340425532
5906,H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0,9.699999999999989,49200.200000000004,0.12192040429564119,9495638.600000001,1.032247340425532
5907,L53086,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0,9.600000000000023,54574.8,0.1290743155149935,10805810.4,1.0319255071499835
5908,H35321,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,9.599999999999966,65841.59999999999,0.14084507042253522,13168319.999999998,1.0319148936170213
5909,M20768,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,9.5,55393.799999999996,0.13425016371971185,11355729.0,1.0315824468085106
5910,H35323,H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0,9.5,89069.2,0.1523809523809524,18526393.599999998,1.0315929497838376
5911,M20770,M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0,9.5,63277.2,0.0,0.0,1.0315824468085106
5912,M20771,M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0,9.599999999999966,82432.0,0.0023273855702094647,247296.0,1.0319148936170213
5913,M20772,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,9.600000000000023,49438.200000000004,0.0036144578313253013,296629.2,1.0319255071499835
5914,H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0,9.5,77351.7,0.006081081081081081,696165.2999999999,1.0315929497838376
5915,L53094,L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0,9.600000000000023,57312.0,0.008788449466415568,802368.0,1.0319255071499835
5916,M20775,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0,9.599999999999966,59288.4,0.010437051532941943,948614.4,1.031936127744511
5917,L53096,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0,9.599999999999966,65154.5,0.012210796915167094,1237935.5,1.031936127744511
5918,L53097,L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0,9.599999999999966,70536.6,0.01564828614008942,1481268.6,1.031936127744511
5919,L53098,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0,9.5,64722.0,0.014915693904020753,1488606.0,1.0316034597471724
5920,L53099,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,9.699999999999989,71548.40000000001,0.0176678445229682,1788710.0000000002,1.0322687957418495
5921,L53100,L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0,9.699999999999989,45687.6,0.01529745042492918,1233565.2,1.032279534109817
5922,L53101,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0,9.800000000000011,76285.6,0.02169035153328347,2212282.4000000004,1.0326123128119802
5923,L53102,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,9.800000000000011,62135.49999999999,0.02158774373259053,1926200.4999999998,1.0326123128119802
5924,M20783,M,300.4,310.3,1537,35.0,33,0,0,0,0,0,0,9.900000000000034,53795.0,0.021456436931079324,1775235.0,1.0329560585885487
5925,L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0,9.899999999999977,66807.2,0.026277372262773723,2405059.1999999997,1.0329670329670328
5926,M20785,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,9.900000000000034,50674.700000000004,0.02345679012345679,1925638.6,1.0329780146568954
5927,L53106,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,9.900000000000034,73584.0,0.028452463566967384,3016944.0,1.0329780146568954
5928,L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,9.900000000000034,50294.5,0.026060606060606062,2162663.5,1.0329780146568954
5929,M20788,M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0,9.900000000000034,59985.00000000001,0.029013539651837523,2699325.0000000005,1.0329780146568954
5930,L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,9.899999999999977,66489.2,0.03260869565217391,3191481.5999999996,1.0329670329670328
5931,L53110,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,10.0,76522.8,0.03369272237196765,3826140.0,1.0333000333000333
5932,L53111,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,10.099999999999966,72678.4,0.03889304412864622,3779276.8,1.0336330336330335
5933,L53112,L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,10.0,55449.0,0.03562005277044855,2994246.0,1.0332778702163061
5934,L53113,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,10.0,65080.2,0.040756914119359534,3644491.1999999997,1.0332778702163061
5935,H35348,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,9.899999999999977,74444.8,0.03986254295532646,4317798.4,1.0329341317365268
5936,L53115,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,10.0,56787.0,0.03825136612021858,3577581.0,1.0332778702163061
5937,M20796,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,9.899999999999977,57740.399999999994,0.04196255648805681,3753125.9999999995,1.032945091514143
5938,M20797,M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,9.899999999999977,60380.6,0.04647983595352016,4105880.8,1.0329341317365268
5939,L53118,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,9.899999999999977,56336.200000000004,0.04169113329418673,3999870.2,1.032945091514143
5940,L53119,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,10.0,85808.09999999999,0.05177304964539007,6263991.3,1.0332778702163061
5941,M20800,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,10.0,75345.59999999999,0.052521008403361345,5650919.999999999,1.0332667997338656
5942,L53121,L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,10.099999999999966,69743.0,0.054204308547602505,5439954.0,1.0335994677312041
5943,L53122,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,10.0,62930.0,0.05513439007580979,5034400.0,1.033255736614566
5944,L53123,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,10.0,63643.299999999996,0.05317769130998703,5218750.6,1.033255736614566
5945,M20804,M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,9.900000000000034,56392.0,0.05656565656565657,4736928.0,1.0329231792484204
5946,M20805,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,10.0,62967.5,0.0614406779661017,5478172.5,1.0332446808510638
5947,L53126,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,10.100000000000023,69414.4,0.06012024048096192,6247295.999999999,1.0335882939807117
5948,M20807,M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,10.100000000000023,66218.0,0.06275579809004093,6092056.0,1.0335882939807117
5949,L53128,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,10.100000000000023,39090.5,0.044938505203405865,3713597.5,1.0335882939807117
5950,M20809,M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,10.100000000000023,66264.0,0.06436629064366291,6427608.0,1.0335882939807117
5951,L53130,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,10.100000000000023,48812.1,0.05917159763313609,4881210.0,1.0335882939807117
5952,L53131,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,10.199999999999989,48510.0,0.061780738946093275,4948020.0,1.0339208513468574
5953,L53132,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,10.100000000000023,52829.399999999994,0.06649616368286446,5494257.6,1.0335882939807117
5954,M20813,M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,10.199999999999989,57805.4,0.07128446536650974,6127372.4,1.0339208513468574
5955,L53134,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,10.099999999999966,44512.4,0.06289671090594345,4851851.600000001,1.0335771276595744
5956,L53135,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,10.100000000000023,52234.8,0.06711003627569528,5798062.800000001,1.0335882939807117
5957,L53136,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,10.199999999999989,56948.5,0.07356770833333333,6435180.5,1.0339208513468574
5958,L53137,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,10.199999999999989,60896.4,0.07020757020757021,7003086.0,1.0339208513468574
5959,L53138,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,10.199999999999989,59020.5,0.07627118644067797,6905398.5,1.033932135728543
5960,L53139,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,10.199999999999989,70553.6,0.08629441624365482,8395878.4,1.033932135728543
5961,L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,10.199999999999989,53801.0,0.07529558182949596,6509921.0,1.0339434276206323
5962,L53141,L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,10.399999999999977,49709.7,0.07987012987012987,6114293.1,1.0346320346320346
5963,L53142,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,10.300000000000011,45446.4,0.07229612492770388,5680800.0,1.0342762063227955
5964,H35377,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,10.300000000000011,60112.799999999996,0.07664453832226917,7634325.6,1.0342876165113182
5965,H35378,H,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,10.300000000000011,49745.5,0.08088235294117647,6566406.0,1.0342762063227955
5966,H35379,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,10.399999999999977,67285.5,0.09461325966850828,9218113.5,1.0346089850249582
5967,L53146,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,10.400000000000034,68822.8,0.10164638511095204,9772837.6,1.0346205059920108
5968,L53147,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,10.400000000000034,72975.0,0.10352264557872035,10508400.0,1.0346205059920108
5969,L53148,L,300.4,310.8,1348,56.0,146,0,0,0,0,0,0,10.400000000000034,75488.0,0.10822831727205337,11021248.0,1.0346205059920108
5970,M20829,M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,10.400000000000034,53526.9,0.09919571045576407,7921981.2,1.0346205059920108
5971,L53150,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,10.400000000000034,57152.0,0.0992767915844839,8629952.0,1.0346205059920108
5972,L53151,L,300.5,310.8,1509,33.0,153,0,0,0,0,0,0,10.300000000000011,49797.0,0.10132450331125828,7618941.0,1.0342762063227955
5973,L53152,L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,10.300000000000011,67337.0,0.10719225449515905,10437235.0,1.0342762063227955
5974,L53153,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,10.300000000000011,70137.2,0.11586715867158671,11011540.4,1.0342762063227955
5975,L53154,L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,10.199999999999989,58627.2,0.10678307588985897,9321724.799999999,1.0339434276206323
5976,H35389,H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,10.199999999999989,47304.4,0.09728096676737161,7616008.4,1.0339434276206323
5977,H35390,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,10.100000000000023,70967.0,0.12037708484408992,11780522.0,1.0336106489184693
5978,L53157,L,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,10.099999999999966,53550.0,0.09765848086807538,9157050.0,1.0335994677312041
5979,L53158,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,10.100000000000023,67042.4,0.11939268461007592,11598335.2,1.0336106489184693
5980,H35393,H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,10.099999999999966,67995.3,0.11651131824234354,11899177.5,1.0335994677312041
5981,M20840,M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,10.099999999999966,52928.0,0.10876132930513595,9527040.0,1.0335994677312041
5982,M20841,M,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,10.0,62635.5,0.1357566765578635,11462296.5,1.033255736614566
5983,L53162,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,10.100000000000023,55130.6,0.12508406186953597,10254291.6,1.0335882939807117
5984,H35397,H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,10.0,66263.2,0.1281526925698705,12457481.6,1.0332446808510638
5985,H35398,H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,10.100000000000023,69992.0,0.1432813659985152,13508456.0,1.0335882939807117
5986,L53165,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,10.0,55713.6,0.1505703422053232,11031292.799999999,1.033255736614566
5987,L53166,L,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,10.099999999999966,75600.0,0.13879250520471895,15120000.0,1.0335994677312041
5988,L53167,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,10.100000000000023,63516.0,0.12554381603480422,12830232.0,1.0335882939807117
5989,H35402,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0,10.100000000000023,75427.2,0.15728604471858135,15387148.799999999,1.0335882939807117
5990,L53169,L,300.7,310.7,1507,46.1,209,0,0,0,0,0,0,10.0,69472.7,0.13859416445623343,14519794.299999999,1.033255736614566
5991,M20850,M,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,10.0,69298.8,0.15699404761904762,14622046.8,1.033255736614566
5992,L53171,L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0,10.0,57206.4,0.15102328863796755,12242169.6,1.033255736614566
5993,L53172,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,9.900000000000034,60793.600000000006,0.16757176105508145,13131417.600000001,1.0329231792484204
5994,M20853,M,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,9.900000000000034,59656.799999999996,0.15482954545454544,13005182.399999999,1.0329231792484204
5995,L53174,L,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,9.799999999999955,63033.600000000006,0.13735239279055314,13930425.600000001,1.032601463739188
5996,L53175,L,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,9.699999999999989,42816.0,0.11608537220197813,9547968.0,1.0322687957418495
5997,M20856,M,300.5,310.2,1386,48.2,225,0,0,0,0,0,0,9.699999999999989,66805.2,0.16222062004325882,15031170.0,1.032279534109817
5998,M20857,M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,9.699999999999989,54356.600000000006,0.1450381679389313,12393304.8,1.032279534109817
5999,M20858,M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,9.800000000000011,59519.7,0.14312267657992564,13749050.7,1.0326231691078562
6000,M20859,M,300.4,310.2,1671,30.5,234,1,1,0,0,0,0,9.800000000000011,50965.5,0.13995215311004786,11925927.0,1.0326231691078562
6001,H35414,H,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,9.800000000000011,61819.200000000004,0.0,0.0,1.0326231691078562
6002,M20861,M,300.4,310.2,1380,47.3,5,0,0,0,0,0,0,9.800000000000011,65273.99999999999,0.003620564808110065,326369.99999999994,1.0326231691078562
6003,L53182,L,300.5,310.3,1683,31.5,8,0,0,0,0,0,0,9.800000000000011,53014.5,0.004750593824228029,424116.0,1.0326123128119802
6004,L53183,L,300.4,310.2,1529,36.2,10,0,0,0,0,0,0,9.800000000000011,55349.8,0.006535947712418301,553498.0,1.0326231691078562
6005,L53184,L,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,9.899999999999977,46666.5,0.00681044267877412,559998.0,1.032945091514143
6006,L53185,L,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,9.899999999999977,60130.99999999999,0.008911521323997454,841833.9999999999,1.0329341317365268
6007,M20866,M,300.6,310.5,2156,18.0,16,0,0,0,0,0,0,9.899999999999977,38808.0,0.007417709782104775,620928.0,1.0329341317365268
6008,M20867,M,300.7,310.6,1349,54.5,19,0,0,0,0,0,0,9.900000000000034,73520.5,0.014074074074074074,1396889.5,1.0329231792484204
6009,L53188,L,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,10.0,56238.299999999996,0.015363128491620111,1237242.5999999999,1.033255736614566
6010,L53189,L,300.6,310.6,1931,22.0,24,0,0,0,0,0,0,10.0,42482.0,0.012422360248447204,1019568.0,1.0332667997338656
6011,H35424,H,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,10.0,61975.2,0.01819454163750875,1611355.2,1.033255736614566
